code,grades,level,address,c_s_z,phone,fax,website
35134,09 - 12,Secondary,111 Pilgrim Parkway,"Warwick, RI  02888",(401) 734-3250 ,(401) 734-3264 ,www.warwickschools.org/pilgrim/default.htm
35136,KF - 06,Elementary,55 Glenwood Drive,"Warwick, RI  02889",(401) 734-3555 ,(401) 734-3558 ,www.warwickschools.org/Hoxsie/default.htm
35138,09 - 12,Secondary,575 Centerville Road,"Warwick, RI  02886",(401) 734-3300 ,(401) 734-3314 ,webmail.warwickschools.org/schools/tollgate/index
35140,10 - 12,Secondary,575 Centerville Road-Bldg. 5,"Warwick, RI  02886-2714",(401) 734-3150 ,(401) 734-3160 ,www.warwickschools.org
35190,PK - 12,Other,34 Warwick Lake Avenue,"Warwick, RI  02889",(401) 734-3100 ,(401) 734-3105 ,www.warwickschools.org
35204,PK - 08,PK-3/Elementary,39 Cathedral Road,"Warwick, RI  02889",(401) 737-7172 ,(401) 738-1288 ,www.saintkevinschool.org
35208,PK - 08,PK-3/Elementary,200 Brentwood Avenue,"Warwick, RI  02886",(401) 739-6937 ,(401) 737-4632 ,www.saintroseschool.com
35303,PK - 12,Elementary,75 Centre of New England Blvd,"Coventry, RI  02816",(401) 615-2775 ,,
35311,PK - KG,PK-3/Elementary,22 Astral Street,"Warwick, RI  02888",(401) 463-6620 ,,
35316,PK - KG,PK-3/Elementary,300 Centerville Road          Suite 110                     ,"Warwick, RI  02886",(401) 739-2934 ,, 
35319,PK - KG,Elementary,20 Jefferson Park Road,"Warwick, RI  02888",(401) 780-8885 ,,
35322,KG - KG,Elementary,1160 Post Road,"Warwick, RI  02888",(401) 785-3493 ,,
35326,06 - 09,Elementary,836 Warwick Neck Avenue,"Warwick, RI  02889",(401) 737-2850 ,(401) 737-2884 ,
35335,PK - 12,PK-12,800 Quaker Lane,"Warwick, RI  02818",(401) 866-6600 ,(401) 886-6632 ,
35354,PK - PK,PK Only,900 Centerville Road          c/o Kent County YMCA          ,"Warwick, RI  02886",(401) 828-0130 ,, 
35358,KG - 12,Elementary/Secondary,116 Long Street,"Warwick, RI  02886",(401) 732-1540 ,(401) 732-4658 ,
35369,PK - KG,PK-3/Elementary,160 Draper Avenue             ,"Warwick, RI  02889",(401) 737-0403 ,, 
35371,PK - KG,PK-3/Elementary,1100 Tollgate Road,"Warwick, RI  02886",(401) 828-4567 ,,
35374,PK - KG,PK-3/Elementary,400 East Avenue,"Warwick, RI  02886",(401) 825-1152 ,,
35413, - ,Postsecondary,1276 Bald Hill RoadSte. 100 & 110,"Warwick, RI  02886",(401) 826-2022 ,,www.empire.edu
35506, - ,Postsecondary,2500 Post Road                ,"Warwick, RI  02886",(401) 467-7744 ,(401) 738-8990 ,www.neit.edu                                                          
35802,,,,,,,
35804,,,830 Oakland Beach Avenue,"Warwick, RI  02889",(401) 739-1305 ,,
35831,,,224 Buttonwoods Avenue,"Warwick, RI  02886",(401) 463-6620 ,,
35834,,,2756 Post Road,"Warwick, RI  02886",(401) 691-6000 ,,
35837,,,900 Centerville Road          ,"Warwick, RI  02886",,, 
35839,,,3445 Post Road,"warwick, RI  02886",(401) 739-2700 ,,
35841,,,42 Greco Lane,"Warwick, RI  02886",,,
358A0,,,280 Pequot Avenue,"Warwick, RI  02886",(401) 738-7013 ,,
358A2,,,165 Beach Avenue,"Warwick, RI  02889",(401) 739-8584 ,,
358A4,,,400 East Avenue,"Warwick, RI  02886",(401) 825-1152 ,,
358A6,,,Hillsgrove House70 Minnesota Avenue,"Warwick, RI  02888",(401) 732-0970 ,,
358A8,,,140 Warwick Neck Avenue,"Warwick, RI  02889",(401) 738-8295 ,,
358B0,,,383 Oakland Beach Avenue,"Warwick, RI  02888",(401) 732-5200 ,,
358B2,,,900 Centerville Road,"Warwick, RI  02886",(401) 828-0150 ,(401) 828-4690 ,
358b4,,,2339 West Shore Road,"Warwick, RI  02889",,,
358B6,,,1648 Warwick Avenue,"Warwick, RI  02889",,,
358B8,,,340 Oakland Beach Avenue,"Warwick, RI  02889",(401) 467-4385 ,(401) 467-8028 ,www.wbgclubs.org
358C0,,,195 Buttonwoods Avenue,"Warwick, RI  02886",(401) 736-1400 ,(401) 436-1443 ,http://www.dhs.ri.gov/contactus/dhsoffices/dhsofficesbylocation
358C2,,,73 Alhambra Road,"Warwick, RI  02886",(401) 714-4945 ,,
35902, - ,Other,1642 West Shore Road          ,"Warwick, RI  02889",(401) 737-0403 ,, 
35904, - ,Other,,,,,
35907, - ,Other,,,,,
35990,PK - 12,Other,,,,,
35998,PK - 12,Other,,,,,
36,PF - 12,,15 Highland AvenueBabcock Hall ,"Westerly, RI  02891",(401) 348-2700 ,(401) 348-2707 ,westerly.k12.ri.us
36103,05 - 08,Middle,10 Sandy Hill Road,"Westerly, RI  02891",(401) 348-2750 ,(401) 348-2752 ,wms.westerly.k12.ri.us/?sessionid=7890ab2a3607f0b59eae80a1f292128f&t;
36106,KF - 04,PK-3/Elementary,35 State Street,"Westerly, RI  02891",(401) 348-2340 ,(401) 348-2345 ,sss.westerly.k12.ri.us/?sessionid=69bd2ddf4e5cdb67173c6b3bfa2dd1a3&t;
36111,KF - 04,Elementary,39 Springbrook Road,"Westerly, RI  02891",(401) 348-2296 ,(401) 348-2305 ,ses.westerly.k12.ri.us/?sessionid=8df5a2567a6a7041271d98f522c2f4f2&t;
36202,PK - 08,Elementary,32 Elm Street,"Westerly, RI  02891",(401) 596-5735 ,(401) 596-5791 ,www.westerlystpiusxschool.org
36320,PK - PK,PK Only,13 Cross Street               ,"Westerly, RI  02891",(401) 596-7727 ,, 
36325,PK - PK,PK Only,221 Post Road,"Westerly, RI  02891",(401) 322-0510 ,,
36801,,,,,,,
36833,,,19 clark Street,"Westerly, RI  02891",,,
368A1,,,34 Pond Street,"Westerly, RI  02891",(401) 596-3794 ,,
368A4,,,34 Pond Street,"Westerly, RI  02891",,,
368A6,,,42 Franklin Street,"Westerly, RI  02891",(401) 315-5544 ,(401) 315-5546 ,
368A8,,,19 clark Street,"Westerly, RI  02891",,,
36900,PK - 12,Other,,,,,
36902, - ,Other,93 Tower St Units 25 & 26,"Westerly, RI  02891",(401) 596-9411 ,,
36990,PK - 12,Other,,,,,
36997,PK - 12,Other,,,,,
36999,PK - 12,Other,,,,,
38104,PK - 04,Elementary,124 Providence Street,"West Warwick, RI  02893",(401) 822-8449 ,(401) 822-8475 ,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=22&linkid;=nav-me
38106,09 - 12,Secondary,1 Webster Knight Drive,"West Warwick, RI  02893",(401) 821-6596 ,(401) 822-8473 ,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=70&linkid;=nav-me
38109,PK - 04,Elementary,127 Greenbush Road,"West Warwick, RI  02893",(401) 822-8454 ,(401) 822-8478 ,www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=10&linkid;=nav-me
38190,PK - 12,Other,10 Harris Avenue,"West Warwick, RI  02893",(401) 821-1180 ,(401) 822-8463 ,www.westwarwick.ri.schoolwebpages.com
38304,PK - KG,PK-3/Elementary,10 James P. Murphy Highway,"West Warwick, RI  02893",(401) 823-5000 ,,
38306,PK - 08,PK-3/Elementary,840 (Rear) Providence Street,"West Warwick, RI  02893",(401) 821-8700 ,(401) 821-8701 ,
38801,,,104 Hay Street,"West Warwick, RI  02893",,,
38831,,,9 New London Avenue,"West Warwick, RI  02893",(401) 828-8210 ,,
388A1,,,Hay Street,"West Warwick, RI  02893",,,
388A3,,,110 Pulaski Street,"West Warwick, RI  02893",(401) 828-8200 ,(401) 615-7455 ,
388A5,,,186 Providence Street,"West Warwick, RI  02893",(401) 615-2800 ,(401) 615-2805 ,
38900,PK - 12,Other,,,,,
38991, - ,Other,,,,,
38993,PK - PK,Other,110 Pulaski Street,"West Warwick, RI  02893",(401) 828-8200 ,,
38998,PK - 12,Other,,,,,
39,PK - 12,,McFee Administration Building108 High Street ,"Woonsocket, RI  02895",(401) 767-4608 ,(401) 767-4607 ,woonsocketschools.com
39110,PK - 03,PK-3/Elementary,420 Robinson Street,"Woonsocket, RI  02895",(401) 767-4767 ,(401) 767-4654 ,woonsocketschools.com
39117,02 - 05,Elementary,250 Winthrop Street,"Woonsocket, RI  02895",(401) 767-4850 ,(401) 767-4851 ,woonsocketschools.com
39119,KF - 05,Elementary,192 Avenue A,"Woonsocket, RI  02895",(401) 767-4830 ,(401) 767-4831 ,globeparkelementary.weebly.com/
39123,09 - 12,Secondary,777 Cass Avenue,"Woonsocket, RI  02895",(401) 767-4703 ,(401) 767-4748 ,woonsocketschools.com
39128,KF - 05,Elementary,96 Second Avenue,"Woonsocket, RI  02895",(401) 767-4859 ,(401) 767-4860 ,kevinkcoleman.weebly.com/
39202,06 - 12,Secondary,800 Logee Street,"Woonsocket, RI  02895-5599",(401) 769-0310 ,(401) 762-2327 ,www.mountsaintcharles.org
39214,03 - 08,Elementary/Middle,1210 Mendon Road,"Woonsocket, RI  02895",(401) 767-5906 ,(401) 767-5905 ,www.gwcrs.org
39320,PK - KG,PK-3/Elementary,73 Hamlet Avenue,"Woonsocket, RI  02895",(401) 766-7203 ,,
39325,PK - KG,PK-3/Elementary,514 Blackstone Street         ,"Woonsocket, RI  02895",(401) 769-7450 ,, 
39329,PK - KG,PK-3/Elementary,350 Newland Avenue,"Woonsocket, RI  02895",(401) 766-0112 ,,
39332,09 - 12,Secondary,141 Main Street,"Woonsocket, RI  02895",(401) 762-0769 ,(401) 762-0958 ,
39411, - ,Postsecondary,800 Clinton Place,"Woonsocket, RI  02895",(401) 769-1777 ,,www.rob-roy.com
39602,KF - 08,Elementary/Middle,1 Social Street,"Woonsocket, RI  02895",(401) 765-5127 ,(401) 765-5140 ,www.riseprepri.org
39801,,,108 High Street,"Woonsocket, RI  02895",,,
39803,,,821 Mendon Road,"Woonsocket, RI  02895",(401) 767-2711 ,,
39805,,,169 Main Street,"Woonsocket, RI  02895",,,
39807,,,,,,,
39809,,,68 Cumberland Street,"Woonsocket, RI  02895",(401) 597-6700 ,(401) 671-6289 ,
39832,,,514 Blackstone Street,"Woonsocket, RI  02895",(401) 769-7450 ,,
39834,,,72 Kendrick Avenue,"Woonsocket, RI  02895",,,
398A0,,,859 Bernon Street,"Woonsocket, RI  02895",(401) 765-0829 ,,
398A2,,,548 Providence Street,"Woonsocket, RI  02895",(401) 762-4189 ,(401) 762-4235 ,
398A4,,,Cass Avenue,"Woonsocket, RI  02895",,,
398A6,,,Corner of Mason/Asylum Streets,"Woonsocket, RI  02895",,,
398A8,,,Gilbert Street,"Woonsocket, RI  02895",,,
398B0,,,Cass Avenue,"Woonsocket, RI  02895",,,
398B2,,,80 Morin HeightsWoonsocket Housing,"Woonsocket, RI  02895",,,
398B4,,,45 Clinton Street,"Woonsocket, RI  02895",(401) 235-9061 ,,
398B6,,,1st Ave & Fairmount St.,"Woonsocket, RI  02895",(401) 767-9287 ,,
398B8,,,196 Second Avenue,"Woonsocket, RI  02895",(401) 767-4841 ,,
398C0,,,46 Hope Street,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,
398C2,,,80 Fabien Street,"Woonsocket, RI  02895",(401) 765-3700 ,(401) 671-6289 ,
398C4,,,1624 Lonsdale Avenue,"Lincoln, RI  02865",(401) 495-2030 ,,
398C6,,,250 Winthrop Street,"Woonsocket, RI  02895",,,
398C8,,,"727 Front Street, Suite 104","Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,
398D0,,,37 Center Street,"Woonsocket, RI  02895",,,
398D2,,,18 Federal Street,"Woonsocket, RI  02895",(401) 235-6801 ,,
398D4,,,240 Florence Ave,"Woonsocket, RI  02895",(401) 767-4600 ,,
398D6,,,990 Mendon Road,"Woonsocket, RI  02895",,,
398D8,,,46 Hope Street,"Woonsocket, RI  02895",(401) 766-3384 ,(401) 762-2324 ,www.ccfcenter.org
398E0,,,176 Sayles Street,"Woonsocket, RI  02895",(401) 767-4757 ,,
398E2,,,370 North Main St,"Woonsocket, RI  02895",(401) 744-2160 ,,
39901,01 - 12,PK Only,2 Bourdon Boulevard           ,"Woonsocket, RI  02895",(401) 769-1850 ,, 
39903,PK - PF,PK Only,Hope Street,"Woonsocket, RI  02895",,,
39905, - ,Other,"191 Social Street Suite 11, 3rd floor","Woonsocket , RI  02895",(401) 762-3841 ,,
39907,PK - PF,PK Only,350 Newland Avenue,"Woonsocket, RI  02895",(401) 769-1850 ,,
39997,PK - 12,Other,,,,,
39999,PK - 12,Other,,,,,
40190,09 - 12,Other,50 Jenckes Hill Road,"Lincoln, RI  02865",(401) 728-1500 ,,www.daviestech.org
41190,KF - 03,Other,370 Hartford Avenue,"Providence, RI  02909",(401) 318-0221 ,,www.achievementfirst.org/schools/rhode-island-schools/
42190,09 - 12,Other,43 Hawes Street,"Central Falls, RI  02863",(401) 751-0405 ,(401) 751-0020 ,
43190,KF - 01,Other,126 Somerset Street,"Providence, RI  02907",(401) 521-9696 ,,www.southsideelementary.org
46190,06 - 08,Other,325 Cowden Street,"Central Falls, RI  02863",(401) 721-0964 ,(401) 721-0984 ,www.segueifl.org
47190,KF - 10,Other,291 Broad St,"Cumberland, RI  02864",(401) 335-3133 ,,www.blackstonevalleyprep.org
48,PF - 12,, 42 Lexington Avenue,"Providence, RI  02907",(401) 277-2600 ,(401) 277-2603 ,www.highlandercharter.org
49,07 - 09,,75 Carpenter Street,"Providence, RI  02903",(401) 272-0881 ,(401) 273-7141 ,www.ucap.org
50190,PF - 12,Other,One Corliss Park,"Providence, RI  02908",(401) 222-3525 ,,www.rideaf.net
51,KF - 12,,459 Promenade Street,"Providence, RI  02908",(401) 453-2626 ,(401) 453-4964 ,www.paulcuffeeschool.org
52,KF - 05,,850 Stony Fort Road,"Saunderstown, RI  02874",(401) 783-8282 ,(401) 783-5656 ,www.kingstonhill.org
52999,KG - 05,Other,,,,,
53190,KF - 05,Other,334 Pleasant Street,"Pawtucket, RI  02860",(401) 721-0824 ,,www.internationalcharterschool.org
54190,09 - 12,Other,334 Pleasant Street,"Pawtucket, RI  02860",(401) 726-1750 ,,www.blackstoneacademy.org
55190,KF - 08,Other,537 Old North Road,"Kingston, RI  ",(401) 788-8322 ,,www.compassschool.org
57,,,[No Address Assigned],RI  ,,,
58190,09 - 12,Other,320 Main Street,"Woonsocket, RI  02895",(401) 671-6261 ,,www.beaconart.org
59190,KF - 08,Other,21 Lincoln Avenue,"Central Falls, RI  02863",(401) 722-9998 ,,www.thelearningcommunity.com
60190,09 - 12,Other,325 Public Street,"Providence, RI  02905",(401) 752-2600 ,,www.metcenter.org
61190,07 - 12,Other,158 Messer Street,"Providence, RI  02909",(401) 432-7881 ,(401) 432-7882 ,www.trinityacademyfortheperformingarts.org
62,09 - 12,,94 John Potter RoadUnit 3,"West Greenwich, RI  02817",(401) 397-8600 ,(401) 397-8700 ,www.thegreeneschool.org
63,10 - 12,,150 washington Street 4th Floor,"Providence, RI  02903",(401) 680-4900 ,(401) 331-5646 ,www.tomorrowsnurses.org
64,09 - 11,,135 Weybosset Street,"Providence, RI  02903",(401) 831-2878 ,(401) 633-6199 ,www.vgonline.org
66, - ,,"18 Wilma Schesler Lane, Dix Building","Cranston, RI  02920",(401) 462-2507 ,(401) 462-2509 ,
68,KG - 08,,1000 Eddy Street,"Providence, RI  02905",(401) 533-9192 ,,www.hopeacademyri.org
70,,,[No Address Assigned], ,,,
70802,,,10065 East Harvard Avenue,"Denver, CO  80231",(720) 747-5100 ,(720) 747-5148 ,
70902,PK - 12,Other,2201 Grand Army Highway,"Swansea, MA  02777",(508) 379-1180 ,(508) 379-1231 ,
70904,PK - 12,Other,2112 Riverdale Street,"West Springfield, MA  01089",(413) 788-7366 ,,
70906,PK - 12,Other,455 South StreetP.O. Box 309,"Barre, MA  01005",(978) 355-4541 ,(978) 355-2706 ,
70908,PK - 12,Other,1052 Newport Avenue,"South Attleboro, MA  02703",(508) 761-5680 ,,
70910,PK - 12,Other,60 Miles RoadP.O. Box 219,"Rutland, MA  05143",(508) 886-4746 ,,
70912,PK - 12,Other,25 Marlborough StreetP.O. Box 151,"Portland, CT  06480",(860) 714-2750 ,,
70914,PK - 12,Other,Route 169P.O. Box 324,"Brooklyn, CT  06234",,,
70916,PK - 12,Other,1 Pleasant StreetP.O. Box 778,"Middleboro, MA  02346",(508) 947-7825 ,,
70918,PK - 12,Other,675 Main Street,"Haverhill, MA  01830",(978) 374-1393 ,,
70920,PK - 12,Other,789 Stevens Road,"Swansea, MA  02777",(508) 618-6560 ,,
70922,PK - 12,Other,300 Boston-Providence Turnpike,"Walpole, MA  02032",(508) 850-3900 ,,
70924,PK - 12,Other,15 South Street,"Cummington, MA  01026",(413) 634-5300 ,,
70926,PK - 12,Other,14142 Denver West ParkwaySuite 225,"Lakewood, CO  80401",(303) 350-2771 ,,
70928,PK - 12,Other,41 Pacella Park Drive,"Randolph, MA  02368",(781) 437-1200 ,,
70931,PK - 12,Other,345 Fortune Boulevard,"Milford, RI  07157",(508) 478-2631 ,,
70940,PK - 12,Other,56-58 Framingham Road,"Marlborough, MA  ",(508) 481-8077 ,,
70943,PK - 12,Other,788 South Street,"Pittsfield, MA  01202",,,
70945,PK - 12,Elementary/Middle,167 Bridge StreetP.O. Box 1489,"Prides Crossing, MA  01944",(978) 236-3100 ,,
70949,PK - 12,Secondary,664 Stevens Road,"Swansea, MA  02777",(617) 450-0500 ,,
70952,PK - 12,Elementary/Secondary,428 Long Hill Road,"Groton, CT  06340",(860) 449-0611 ,,
70954,PK - 12,Other,446 Monterey Road,"Great Barrington, MA  01230",(413) 528-4385 ,,
70956,02 - 11,Other,27 Winter Street,"Natick, MA  07160-1099",(508) 655-6400 ,,
70958,06 - 12,Other,431 Chapel Hill Road,"Hancock, NY  13783",(607) 637-8200 ,,
70961,PK - 12,Other,105 East Grove Street,"Middleborough, MA  02346",(508) 947-3634 ,(508) 946-1088 ,www.readscollab.org
70963,08 - 12,Other,P.O. Box 116242 Old Petersham Road,"Hardwick, MA  01037",(413) 477-6000 ,(413) 477-6837 ,
70965,09 - 12,Other,106 RIVER ROAD,"EAST HADDAM, CT  06423",(860) 873-2700 ,(860) 873-8861 ,
70967,PK - KF,Other,21 Baptist Street,"Swansea, MA  02777",(508) 379-0896 ,,
70969,07 - 12,Other,3800 South U.S. Highway 89,"Panguitch, UT  84759",(435) 633-7000 ,(435) 676-8488 ,
70971,PK - 08,Other,37 Rockland Street,"Fall River, RI  02724-2899",(508) 674-6771 ,,
70973,PK - 12,Other,848 Central Street,"Framingham, MA  01701",(508) 626-8581 ,(508) 875-8080 ,
70975,PK - 12,Other,33 Turnpike Road,"Southborough, MA  01772-2108",(508) 481-1015 ,,
70977,KF - 12,Elementary/Secondary,11 Bobcat Boulevard,"Windsor, NH  03244",(603) 478-5236 ,(603) 478-2049 ,
70979,KF - 12,Elementary/Secondary,971 Main Street,"Lancaster, MA  01523",(978) 365-7376 ,(978) 368-8861 ,
70981,06 - 12,Other,18 Claremont Avenue,"Arlington, MA  02476",(781) 648-6200 ,(781) 646-9106 ,
70983,KG - 08,Other,1968 Central Avenue,"Needham, MA  02492",(781) 449-4500 ,(781) 449-5717 ,
70985,01 - 12,Elementary/Secondary,1646 Route 6A,"Brewster, MA  02631",(508) 896-5776 ,,
70987,09 - 12,Other,150 Route 169,"Woodstock, CT  06281",(860) 963-4790 ,,
70989,06 - 12,Other,148 Walden Street,"Concord, MA  01742",(978) 369-7611 ,,www.jri.org/walden
70991,PK - 08,Elementary/Secondary,75 Mendon Street,"Uxbridge, MA  01569",(508) 278-5851 ,,
70993,01 - 12,Elementary/Secondary,900 Ship Pond Road,"Plymouth, MA  02360",(508) 224-8041 ,(508) 224-7787 ,
70995,PK - KF,PK-3,1443 Fall River Avenue,"Seekonk, MA  02771",(508) 336-2677 ,,
70997,03 - 12,Elementary/Secondary,1507 Washington Street,"West Newton, MA  02465",(607) 965-0764 ,,nfo@learningprepr.org
72,,,[No Address Assigned], ,,,
74,,,[No Address Assigned], ,,,
76,KG - 12,, 144 Bignall Street,"Warwick, RI  02888-1005",(401) 941-8353 ,(401) 941-8535 ,
79,KF - 08,,1 Social Street,"Woonsocket, RI  02895",(401) 765-5127 ,,www.riseprepri.org
80,,,[No Address Assigned], ,,,
96,PK - 12,,151 State Street ,"Bristol, RI  02809",(401) 253-4000 ,(401) 253-1740 ,www.bw.k12.ri.us
96105,KF - 05,Elementary,570-574 Hope Street,"Bristol, RI  02809",(401) 254-5987 ,(401) 254-3926 ,www.edlinesites.net/pages/ColtAndrews
96107,09 - 12,Secondary,199 Chestnut Street,"Bristol, RI  02809",(401) 254-5980 ,(401) 254-5925 ,www.edlinesites.net/pages/MtHope
96113,PK - 05,PK-3/Elementary,50 Asylum Road,"Warren, RI  02885",(401) 245-1460 ,(401) 245-8895 ,www.edlinesites.net/pages/HughCole
96190,PK - 12,Other,151 State Street,"Bristol, RI  02809",(401) 253-4000 ,(401) 253-1740 ,www2.bw.k12.ri.us
96305,PK - PK,PK Only,210 Metacom Avenue            ,"Warren, RI  02885",(401) 247-2087 ,, 
96310,PK - PK,PK Only,300 High StreetPO Box 442,"Bristol, RI  02809",(401) 253-3053 ,,
96801,,,26 Howlet Street,"Peabody, MA  01960",(978) 882-4860 ,,
96803,,,,,,,
968A0,,,116 Bradford Street,"Bristol, RI  02809",(401) 253-9410 ,(401) 253-1235 ,
968A2,,,Market Street,"Warren, RI  02885",(401) 254-7978 ,,
968A4,,,50 Asylum Road,"Warren, RI  02885",(401) 245-1460 ,,
968A6,,,35 Washington Street,"Bristol, RI  02809",(401) 254-5932 ,,
968A8,,,16 Liberty Street,"Warren, RI  02885",,,
968B0,,,50 Asylum Road,"Bristol, RI  02809",,,
96901,PK - PK,Other,,,,,
96990,PK - 12,Other,,,,,
96998,PK - 12,Other,,,,,
97,PK - 12,,940 Nooseneck Hill Road ,"West Greenwich, RI  02817",(401) 397-5125 ,(401) 397-2407 ,ewg.k12.ri.us
97102,PK - PK,PK-3/Elementary,859 Nooseneck Hill Road,"West Greenwich, RI  02817",(401) 397-3771 ,(401) 392-0101 ,ewg.k12.ri.us
97105,07 - 08,Middle,930 Nooseneck Hill Road,"West Greenwich, RI  02817",(401) 397-6897 ,(401) 392-0109 ,sites.google.com/a/ewg.k12.ri.us/ewg-junior-high/
97190,PK - 12,Other,940 Nooseneck Hill Road,"West Greenwich, RI  02817",(401) 397-5125 ,(401) 397-2407 ,www.ewg.k12.ri.us
97303,PK - 08,PK-3/Elementary,300 Kingstown Road,"Richmond, RI  02892",(401) 491-9570 ,(401) 539-6003 ,www.meadowbrookschool.com
97305,PK - KG,PK Only,45 Nooseneck Hill Road,"West Greenwich, RI  02817",(401) 828-9990 ,,
97308,04 - 06,Elementary/Middle,92 Beechwood Hill Trail,"Exeter, RI  02822",(401) 742-1846 ,,
97601,09 - 12,Secondary,94 John Potter Road,"West Greenwich, RI  02817",(401) 385-3670 ,(401) 385-3892 ,www.thegreeneschool.org
97900,PK - 12,Other,,,,,
97902, - ,Other,162 Main Street,"Exeter, RI  02822",(401) 268-6000 ,(401) 294-0471 ,exeter.jobcorps.gov/Home.aspx
97997,PK - 12,Other,,,,,
97999,PK - 12,Other,,,,,
98002, - ,Other,,,,,
98102,10 - 12,Secondary,459 Switch Road,"Wood River Junction, RI  02894",(401) 364-6869 ,(401) 364-1191 ,www.chariho.k12.ri.us/ctc
98104,KF - 04,Elementary,363 Carolina Back Road,"Charlestown, RI  02813",(401) 364-7716 ,(401) 633-7078 ,www.chariho.k12.ri.us/chamain
98106,KF - 04,Elementary,12A Hillside Avenue,"Ashaway, RI  02804",(401) 377-2211 ,(401) 633-6208 ,www.chariho.k12.ri.us/ash
98108,PK - 12,Secondary,459 Switch Road,"Wood River Junction, RI  02894",(401) 364-1160 ,(401) 223-9651 ,www.chariho.k12.ri.us/rys
98301,PK - PK,PK Only,P.O. Box 220                  4605 Old Post Road,"Charlestown, RI  02813",(401) 364-0645 ,, 
98304,PK - PK,PK Only,110 High Street               ,"Ashaway, RI  02804",(401) 377-4216 ,, 
98309,PK - PK,PK Only,80 Richmond Townhouse RoadPO Box 37,"Carolina, RI  02812",(401) 539-8947 ,,
988A1,,,61 Camp Yawgoog Road,"Rockville, RI  02873",(401) 539-2311 ,,
