code,type,status,name,dist,config,nces,street1,street2,city,zip,phone,url,p_name,p_title
26107,Public LEA School (Public School),Active,Goff Junior High School,Pawtucket,Middle,440084000198,974 Newport Avenue,,Pawtucket,02861,4017296500,pawtucket.goff.schooldesk.net/,Lisa  Benedetti-Ramzi,Principal
26109,Public LEA School (Public School),Active,Jacqueline M. Walsh School for the Performing and Visual Arts,Pawtucket,400969,440084000466,350 Divison Street,,Pawtucket,02860,4017212148,pawtucket.walsh.schooldesk.net/,Elizabeth  Fasteson,Principal
26110,Public LEA School (Public School),Active,Potter-Burns School,Pawtucket,Elementary,440084000196,973 Newport Avenue,,Pawtucket,02861,4017296250,pawtucket.burns.schooldesk.net/,Cheryl  McWilliams,Principal
26111,Public LEA School (Public School),Active,Nathanael Greene School,Pawtucket,Elementary,440084000199,285 Smithfield Avenue,,Pawtucket,02860,4017296260,pawtucket.greene.schooldesk.net/,Monique  Jacob,Principal
26113,Public LEA School (Public School),Active,Fallon Memorial School,Pawtucket,Elementary,440084000192,62 Lincoln Avenue,,Pawtucket,02861,4017296254,pawtucket.fallon.schooldesk.net/,Mary  Murray,Principal
26115,Public LEA School (Public School),Active,Flora S. Curtis Memorial School,Pawtucket,Yes,440084000193,582 Benefit Street,,Pawtucket,02861,4017296252,pawtucket.curtis.schooldesk.net/,Jean  Friend,Principal
26116,Public LEA School (Public School),Active,Curvin-McCabe School                              ,Pawtucket,Elementary,440084000189,466 Cottage Street            ,,Pawtucket,02861,4017296258,pawtucket.mccabe.schooldesk.net/,Gina  Adams,Principal
26118,Public LEA School (Public School),Active,Charles E. Shea High School,Pawtucket,400125,440084000201,485 East Avenue,,Pawtucket,02860,4017296445,pawtucket.shea.schooldesk.net/,Charles  McGair,Principal
26119,Public LEA School (Public School),Active,Henry J. Winters School,Pawtucket,Elementary,440084000195,481 Broadway,,Pawtucket,02860,4017296272,pawtucket.winters.schooldesk.net/,Michael  Gilmore,Principal
26120,Public LEA School (Public School),Active,Elizabeth Baldwin School,Pawtucket,Elementary,440084000191,50 Whitman Street,,Pawtucket,02860,4017296264,pawtucket.baldwin.schooldesk.net/,"Joan  DiOrio, Kim  McCaughey, Kim  McCaughey",Principals
26121,Public LEA School (Public School),Active,M. Virginia Cunningham School,Pawtucket,Elementary,440084000190,40 Baldwin Street,,Pawtucket,02860,4017296262,pawtucket.cunningham.schooldesk.net/,Paul A. Zona Jr.,Principal
26122,Public LEA School (Public School),Active,Agnes E. Little School,Pawtucket,Elementary,440084000187,60 South Bend Street,,Pawtucket,02860,4017296256,pawtucket.little.schooldesk.net/,Raymond  Dalton,Principal
26125,Public LEA School (Public School),Active,Francis J. Varieur School,Pawtucket,Elementary,440084000194,486 Pleasant Street,,Pawtucket,02860,4017296266,pawtucket.varieur.schooldesk.net/,Edna  Coia,Principal
26190,District Admin (Public School),Active,Pawtucket Public Schools,Pawtucket,Elementary/Middle/High,,286 Main Street,PO Box 388,Pawtucket,02860,4017296315,www.psdri.net,Patti  DiCenso,Superintendent
26203,Catholic School (Religious School),Active,St. Cecilia School,Catholic Schools,No,,755 Central Avenue,,Pawtucket,02861,4017239463,www.scsri.org,Mary  Tetzner,Principal
26210,Catholic School (Religious School),Active,St. Raphael Academy,Catholic Schools,No,,123 Walcott Street,,Pawtucket,02860,4017238100,www.saintrays.org,Daniel  Richard,Principal
26211,Catholic School (Religious School),Active,St. Teresa School,Catholic Schools,No,,140 Woodhaven Road,,Pawtucket,02861,4017261414,www.stspawtucket.com,Mary L. Carney,Principal
26213,Catholic School (Religious School),Active,Woodlawn Catholic Regional School,Catholic Schools,No,,61 Hope Street,,Pawtucket,02860,4017233759,www.woodlawncrs.org,Veronica  Procopio,Principal
26308,Pre School (Private School),Active,Heritage Park Early Learning Center,,Yes,,333 Roosevelt Avenue,,Pawtucket,02860,4017277050,,Sharon  Friedman,Director
26325,Pre School (Private School),Active,Puss 'n Boots Nursery School                      ,,Yes,,178 Sayles Avenue             ,,Pawtucket,02860,4017245520, ,June  Clement,Director
26327,Pre School (Private School),Active,Smithfield Avenue Nursery School and Kindergarten,,Yes,,514 Smithfield Avenue,,Pawtucket,02860,4017284470,,Diane  Brochu,Director
26328,Pre School (Private School),Active,Darlington Early Childhood Center,,Yes,,680 Newport Avenue,,Pawtucket,02861,4017256240,,Melissa  Tourgee,Director
26329,Pre School (Private School),Active,The Children's Workshop-East Street,,Yes,,178 East Street,,Pawtucket,02860,4017283050,,Erin  Bedell,Director
26332,Pre School (Private School),Active,"T.L.C. Day Care Center, Inc.                      ",,Yes,,550 Newport Avenue            ,,Pawtucket,02861,4017264810, ,Eleanor R. Carter,Director
26336,"Independent (PK, Elem/Sec)  (Private School)",Active,The Tides School - Pawtucket,,Yes,,242 Dexter Street,,Pawtucket,02860,4014678228,,"Michael  Reis, Thomas W. Stott","CEO, Special Education Administrator"
26339,Pre School (Private School),Active,DR. DAY CARE CHILD DEVELOPMENT CENTER Pawtucket,,,,301 Concord Street,,Pawtucket,02860,,,,
26340,Private School (Private School),Active,Seven Mountain AcademyRhode Island,Pawtucket,,,64 Parkview Drive #6,,Pawtucket,02861,6176947743,,Karen  Terrell,Head of School
26404,Independent (Higher Education) (Higher Education),Active,Sawyer School                                     ,,No,,101 Main Street               ,,Pawtucket,02860,4012728400, ,[No Contact Selected],Director
26410,Independent (Higher Education) (Higher Education),Active,"NE Tractor Trailer Training School of MA , Inc.",,No,,600 Moshassuck Valley Industrial Highway,,Pawtucket,02860,4017251220,www.nettts.com,,
26424,Independent (Higher Education) (Higher Education),Active,Newport School of Hairdressing                    ,,No,,222-226 Main Street,,Pawtucket,02860,4017256882, ,[No Contact Selected],Director
26601,Charter School (Public School),Active,International Charter School,International Charter,Elementary,440003400226,334 Pleasant Street,,Pawtucket,02860,4017210824,www.internationalcharterschool.org/,Darlene  Pugnali,Principal
26602,Charter School (Public School),Active,Blackstone Academy Charter School,Blackstone Academy,400100,440003600246,334 Pleasant Street,,Pawtucket,02860,4017261750,www.blackstoneacademy.org,"Kyleen E. Carpenter, Carolyn  Sheehan, Carolyn  Sheehan, Carolyn  Sheehan","Principal, Ex. Director, Ex. Director, Ex. Director"
26900,Home School (Home School),Active,Pawtucket Home Schooling,Pawtucket,No,,,,,,,,,
26901,Special Education (Special Education),Active,Rhode Island Youth Guidance                       ,,No,,,,,,,,,
26902,Special Education (Special Education),Active,Caritas House                                     ,,No,,142 Cottage Street,,Pawtucket,02860,4014758009,,,
26903,Special Education (Special Education),Active,Resources For Human Development Inc.,,,,413 Central Avenue,,Pawtucket,02816,,,,
26904,Special Education (Special Education),Active,Mary T. Dean Head Start,,,,13 Legion Drive,,Pawtucket,02860,,,,
26905,Alternative Education School (Public School),Active,Pawtucket School Department,,Yes,,40 Baldwin Street,,Pawtucket,02860,4017296293,,Mary  Parella,Director
26906,Special Education (Special Education),Active,Providence Autism School to Tomorrow Academy,Pawtucket,,,25 Esten St,,Pawtucket,02860,,,,
26976,Alternative Education School (Public School),Active,Blackstone Valley Community Action Program,,Yes,,32 Goff Ave,,Pawtucket,02806,4017234520,,Bianca  Policastro,Director
26990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Pawtucket,No,,,,,,,,,
26997,Special Education (Special Education),Active,Home Instruction                                  ,Pawtucket,No,,,,,,,,,
26998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Pawtucket,Yes,,,,,,,,,
26999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Pawtucket,Yes,,,,,,,,,
27104,Public LEA School (Public School),Active,Howard Hathaway School,Portsmouth,Elementary,440087000204,53 Tallman Avenue,,Portsmouth,02871,4016830500,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=117&linkid;=nav-menu-c,Lisa  Little,Principal
27106,Public LEA School (Public School),Active,Portsmouth High School,Portsmouth,400128,440087000207,120 Education Lane,,Portsmouth,02871,4016832124,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=2769&linkid;=nav-menu-,Robert  Littlefield,Principal
27111,Public LEA School (Public School),Active,Melville Elementary School,Portsmouth,Yes,440087000206,1351 West Main Road,,Portsmouth,02871,4016831650,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=89&linkid;=nav-menu-co,Elizabeth  Viveiros,Principal
27112,Public LEA School (Public School),Active,Portsmouth Middle School,Portsmouth,Middle,440087000208,125 Jepson Lane,,Portsmouth,02871,4018493700,www.portsmouthschoolsri.net/education/school/school.php?sectiondetailid=75&linkid;=nav-menu-co,Joseph  Amaral,Principal
27190,District Admin (Public School),Active,Portsmouth Public Schools,Portsmouth,Elementary/Middle/High,,29 Middle Road,Administration Building,Portsmouth,02871,4016831039,www.portsmouthschoolsri.net,Ana  Riley,Superintendent
27202,Catholic School (Religious School),Active,St. Philomena School,Catholic Schools,No,,324 Cory's Lane,,Portsmouth,02871,4016830268,www.saintphilomena.org,Donna  Bettencourt-Glavin,Principal
27301,"Independent (PK, Elem/Sec)  (Private School)",Active,Portsmouth Abbey School,,Yes,,285 Cory's Lane,,Portsmouth,02871,4016832000,www.portsmouthabbey.org,Daniel  McDonough,Headmaster
27302,Special Education (Special Education),Active,The Bradley School,,Yes,,2820 East Main Road,,Portsmouth,02871,4016821816,,Patricia  Martins,Director of Special Education
27304,"Independent (PK, Elem/Sec)  (Private School)",Active,Aquidneck Island Christian Academy,,Yes,,321 East Main Road,,Portsmouth,02871,4018495550,,Stephen C. Bailey,Principal
27305,Pre School (Private School),Active,The Poplar School-North Campus,,Yes,,324 East Main Road,,Portsmouth,02871,4018490512,,Nancy  Coll,Director
27324,"Independent (PK, Elem/Sec)  (Private School)",Active,The Pennfield School,,Yes,,110 Sandy Point Road,,Portsmouth,02871,4018494646,www.pennfield.org,Robert A. Kelley,Head of School
27325,Pre School (Private School),Active,Portsmouth Nursery School,,Yes,,2732 East Main Road,PO Box 86,Portsmouth,02871,4016830470,,Lisa  Parsons,Director
27900,Home School (Home School),Active,Portsmouth Home Schooling,Portsmouth,No,,,,,,,,,
27902,Special Education (Special Education),Active,Island Child Care,,No,,,,,,,,,
27903,Special Education (Special Education),Active,Great Place To Learn,,,,934 East Main Road,,Portsmouth,02871,,,,
27904,Special Education (Special Education),Active,"Portsmouth Preschool and Child Care, LLC",,,,2870 East Main Road,,Portsmouth,02871,4012930720,,,
27905,Special Education (Special Education),Active,Countryside Children's Center,,,,1676 East Main Road,,Portsmouth,02871,4016830991,,,
27906,Special Education (Special Education),Active,Beginnings/The Children's School,,,,1985 E Main Rd,,Portsmouth,02871,4016835850,,,
27990,Special Education (Special Education),Active,Private School - No Assigned Code                 ,Portsmouth,No,,,,,,,,,
27997,Special Education (Special Education),Active,Home Instruction                                  ,Portsmouth,No,,,,,,,,,
27998,Special Education (Special Education),Active,Out-Of-State Placement                            ,Portsmouth,Yes,,,,,,,,,
27999,Special Education (Special Education),Active,Homebound/Hospitalized                            ,Portsmouth,Yes,,,,,,,,,
28103,Public LEA School (Public School),Active,Leviton Dual Language School,Providence,Elementary,440090000237,65 Greenwich Street,,Providence,02907,4012782872,providenceschools.org/elementary-schools/leviton,Javier  Montanez,Principal
28106,Public LEA School (Public School),Active,Frank D. Spaziano Elementary School Annex,Providence,Elementary,440090000093,240 Laban Street,,Providence,02909,4014561783,providenceschools.org/elementary-schools/frank-spaziano--annex,William  Niemeyer,Acting Principal
28113,Public LEA School (Public School),Active,Dr. Jorge Alvarez High School,Providence,400001,440090000344,375 Adelaide Avenue,,Providence,02907,4014560676,www.providenceschools.org/high-schools/alvarez,Janice  Hawkins,Principal
28115,Public LEA School (Public School),Active,Asa Messer Elementary School,Providence,Yes,440090000213,1655 Westminster Street,,Providence,02909,4014569401,providenceschools.org/elementary-schools/messer,Denise  Missry-Milburn,Principal
28116,Public LEA School (Public School),Active,Alan Shawn Feinstein Elementary at Broad Street,Providence,Elementary,440090000215,1450 Broad Street,,Providence,02905,4014569367,providenceschools.org/elementary-schools/feinstein-at-broad,Cynthia  Scheller,Principal
28121,Public LEA School (Public School),Active,"Alfred Lima, Sr. Elementary School",Providence,Elementary,440090000124,222 Daboll Street,,Providence,02907,4012780504,providenceschools.org/elementary-schools/lima,Mercedes  Torres,Principal
28122,Public LEA School (Public School),Active,Charles N. Fortes Elementary School,Providence,Yes,440090000133,234 Daboll Street,,Providence,02907,4012780501,www.providenceschools.org/elementary-schools/fortes,Lori  Hughes,Principal
